name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10737,0.1388,11126,1,13,-0.8563,0.3656,0,0.524,0.1,0.3077,-1.759,0.2273,0.0,-0.8569
23030,0.2963,8571,2,127,0.3913,-0.4252,0,0.524,1.0,0.0,0.6173,0.2017,1.0,1.9163
12199,0.3687,5108,3,185,-0.71,2.4097,0,0.7365,0.1,0.0513,0.7218,0.0398,1.0,1.8707
7641,0.0194,6688,1,74,-1.4105,-0.261,1,0.1317,0.2,0.0171,0.2972,0.0114,0.8,-0.8569
2107,0.5794,2991,2,64,-0.0442,-0.8447,0,0.2964,0.0,0.5641,0.6173,0.4233,0.0,1.1869
12459,0.501,7532,0,96,2.0677,0.7682,1,0.1856,0.1,1.0,-0.1371,0.946,1.0,1.8099
29495,0.3227,9517,0,205,2.6512,2.4097,1,0.1647,0.0,1.0,1.3716,1.0,1.0,1.5592
27746,0.2221,2873,2,94,1.5539,0.0726,1,0.2066,0.1,0.0342,0.5138,0.0256,1.0,1.9163
26859,0.082,2366,2,94,1.4228,0.1509,0,0.4491,0.4,0.2393,0.724,0.1875,0.0,-0.7353
22378,0.3262,1449,2,201,0.5992,-0.2244,0,0.3743,1.0,0.0,0.6173,0.2017,1.0,0.4803
9868,0.2688,329,1,28,-0.4685,0.6989,1,0.2395,0.3,0.0,0.6173,0.2017,0.0,-0.8569
26238,0.501,7532,0,96,2.083,0.793,1,0.1257,0.1,1.0,0.1851,1.0,1.0,1.506
30673,0.501,7532,0,96,2.0681,0.7478,1,0.1257,0.1,1.0,0.725,0.7812,1.0,-0.8493
35311,0.0344,9950,2,206,2.3559,0.5123,1,0.1497,0.3,0.3761,-1.6448,0.4119,0.0,-0.5378
27745,0.2221,2873,2,94,1.5702,0.0571,1,0.2066,0.1,0.2564,-0.4604,0.196,1.0,0.0245
20783,0.5796,631,2,95,0.6304,-1.0068,0,0.4341,0.1,1.0,-0.1371,1.0,0.0,0.6171
13232,0.0103,4770,1,190,-1.2212,-1.0752,0,0.1737,0.3,0.1709,1.4805,0.125,0.0,-0.8569
35212,0.5797,8173,1,51,-1.1259,0.4,1,0.1946,0.0,0.0,0.6173,0.2017,0.0,-0.8569
14258,0.416,6695,2,206,2.2609,0.6635,0,0.524,0.1,0.0342,-1.3172,0.0227,0.0,-0.8569
33134,0.0449,5493,2,94,1.6279,0.4327,1,0.2994,0.5,0.359,-0.9982,0.2699,0.0,-0.1959
37716,0.2036,7170,2,95,0.6407,-0.9967,0,0.4042,0.1,1.0,-0.7837,0.8608,0.0,-0.4086
32764,0.004,2636,2,64,-0.0485,-0.8156,1,0.3593,0.0,0.0342,-0.1306,0.0767,0.4,-0.8569
35655,0.1189,9184,1,28,-0.6111,1.113,1,0.1467,0.1,1.0,-0.0293,0.9119,0.0,-0.8341
26084,0.1914,6145,1,214,-0.1974,0.368,1,0.1437,0.1,0.0513,1.155,0.0369,0.0,-0.8569
2331,0.5799,1820,0,205,2.6512,2.4097,2,0.1647,0.0,0.0,0.6173,0.2017,0.0,-0.8569
18153,0.0074,2080,2,34,0.3225,-1.3824,0,1.0,0.2,0.0513,0.1851,0.0369,0.4,-0.8569
27799,0.5799,8545,2,121,2.6512,1.1392,1,0.2784,0.1,0.1197,-1.2105,0.0881,0.8,-0.8569
36041,0.3687,5108,3,185,-0.7185,2.4097,1,0.1796,0.1,0.3932,-0.6706,0.3466,1.0,-0.8569
39819,0.2708,7113,1,28,-0.4883,0.8252,1,0.1257,0.3,0.1026,-0.2438,0.0739,0.4,-0.8569
24685,0.1884,3046,3,163,-0.0385,2.4097,1,0.1198,0.3,0.0,0.6173,0.2017,0.0,-0.8569
444,0.4148,11277,2,61,1.2578,0.5966,1,0.2635,0.1,0.5812,1.0473,0.4318,0.0,-0.2035
44153,0.1731,4197,1,28,-0.5309,0.4068,2,0.2545,0.0,0.0,0.6173,0.2017,0.0,-0.8569
8075,0.0965,10857,1,51,-1.0388,0.7933,1,0.1796,0.1,0.7009,1.4783,0.5312,1.0,1.5744
46586,0.3268,6376,1,28,-0.4864,0.9133,1,0.1737,0.0,1.0,-1.1059,1.0,0.4,0.4955
5081,0.1801,1004,1,30,-1.8354,1.5724,0,0.2695,0.1,1.0,-1.2137,1.0,0.0,1.5592
27649,0.5799,8545,2,121,2.6512,1.1449,1,0.1946,0.1,0.0855,-0.3526,0.0625,0.8,-0.0059
33642,0.0233,3347,1,13,-0.836,0.4253,1,0.2275,0.2,0.1026,-1.1027,0.0739,0.0,-0.8569
46778,0.0103,4641,1,13,-0.8174,0.4687,0,0.2216,0.3,0.0171,1.3749,0.0114,0.0,-0.8569
5980,0.1072,6937,1,13,-0.6897,0.6141,1,0.2844,0.0,1.0,1.3716,1.0,0.0,-0.6213
46465,0.0741,27,1,91,-0.0557,-0.0553,0,0.6287,0.1,1.0,0.5095,1.0,0.0,1.1793
30938,0.5804,9996,2,94,1.6875,0.4297,1,0.1497,0.0,0.0342,-0.7805,0.0227,0.0,-0.8569
8054,0.4162,1053,3,4,0.7649,0.7682,0,0.2784,0.6,0.0171,-0.0261,0.0114,0.0,-0.8569
19530,0.2725,1942,1,13,-0.8692,0.335,0,0.7485,0.0,0.0513,1.3759,0.0369,0.0,-0.4694
8364,0.041,2177,2,209,0.1076,-1.3734,0,0.8054,0.3,0.1709,-0.6792,0.1307,0.0,-0.7809
30545,0.5679,1762,2,94,1.6742,-0.1061,1,0.2096,0.0,0.6154,0.6173,0.4659,0.4,0.4271
35158,0.1149,8940,1,91,0.1295,0.0052,1,0.2695,0.4,0.0513,0.5117,0.0369,0.0,-0.8569
26730,0.5805,8170,2,127,0.4517,-0.8352,0,1.0,0.4,0.9915,-0.1371,0.7358,0.0,1.7187
17435,0.0012,10215,2,35,-0.2442,-1.0853,0,0.7485,0.1,0.1538,-1.2137,0.1278,0.0,-0.5454
9783,0.1183,8172,3,4,0.5203,1.1206,1,0.2964,0.2,0.0171,-0.1339,0.0114,0.4,1.6351
43518,0.0265,6823,2,94,1.5991,0.0134,1,0.1946,0.3,1.0,-0.2449,0.767,0.0,-0.5226
16116,0.5492,7746,3,105,-0.8111,2.4097,1,0.1647,0.0,0.0855,1.1604,0.0739,1.0,0.3208
40033,0.014,5165,2,64,-0.0627,-0.701,0,0.4461,0.1,0.0855,-0.3548,0.0625,0.0,-0.8569
31223,0.0248,7113,3,4,0.6293,1.2704,1,0.1347,1.0,0.1538,1.3716,0.1563,0.0,-0.4162
45974,0.3027,7072,0,39,1.6146,2.4097,1,0.1198,0.2,0.1709,0.1851,0.1278,0.4,0.3284
21206,0.0451,7113,1,91,-0.1226,0.1705,1,0.4042,0.1,0.0342,-0.2406,0.0227,0.0,-0.8569
24812,0.5807,5445,0,47,1.912,1.1449,2,0.1347,0.0,0.0,0.6173,0.2017,0.0,-0.8569
36132,0.0308,1561,2,206,2.1535,0.394,0,0.2246,0.2,0.0513,1.0548,0.0369,0.0,-0.8569
10536,0.1159,7179,2,94,1.3294,0.092,0,0.5988,0.0,0.0,0.6173,0.2017,0.0,-0.8569
28234,0.0044,10334,1,216,-1.3718,-0.5646,0,0.4341,0.2,0.0171,-0.8872,0.0114,0.0,-0.8569
38548,0.1788,1393,2,112,0.2585,-0.7351,0,0.479,0.0,0.0855,0.725,0.0625,0.0,-0.8569
30303,0.1103,5077,1,151,-0.881,-0.6391,1,0.2994,0.2,1.0,-1.1059,1.0,0.4,-0.5378
12394,0.5791,2349,3,171,-1.231,2.4097,1,0.1737,0.0,0.7692,-1.4292,0.571,0.4,-0.2187
41508,0.1103,5077,1,151,-0.8537,-0.6306,1,0.3593,0.2,0.0855,1.2649,0.0625,0.4,-0.8569
42423,0.0505,4380,3,4,0.6157,1.0358,1,0.2395,0.1,0.4444,-1.5381,0.3324,0.4,1.9087
27753,0.5808,2889,2,206,1.9819,0.2606,1,0.1946,0.1,1.0,-1.2137,1.0,0.0,-0.7733
18254,0.3388,7182,1,158,-0.9146,-0.4877,0,0.3443,0.1,0.1197,1.0537,0.0881,0.0,-0.8569
2598,0.2963,8571,2,201,0.9387,-0.1606,0,0.6587,1.0,0.0,0.6173,0.2017,1.0,1.6807
2598,0.2963,8571,2,201,0.9603,-0.1123,0,0.6737,1.0,0.0,0.6173,0.2017,1.0,1.5364
24715,0.3715,8672,3,79,-0.0153,2.4097,0,0.2994,0.1,0.3077,-1.759,0.2301,0.0,-0.8569
2598,0.2963,8571,2,201,0.945,-0.1118,0,0.6737,1.0,0.0,0.6173,0.2017,1.0,1.7719
15741,0.2968,8017,2,130,1.3565,-0.1445,0,0.7335,0.1,0.9744,-1.3215,0.7301,0.0,-0.4466
15402,0.5811,5793,1,51,-0.9423,0.0972,0,0.2395,0.1,1.0,0.6173,1.0,0.0,1.2097
9193,0.1001,198,1,159,-1.2395,-0.0147,1,0.3293,0.1,0.735,-0.4615,0.5483,0.4,0.5259
11790,0.1075,5741,2,94,1.3746,-0.0193,0,0.5479,0.1,0.0513,-0.2416,0.0341,0.0,-0.5758
35163,0.5811,1280,3,185,-0.6233,2.4097,1,0.1647,0.0,1.0,-1.2137,1.0,0.0,1.8327
30138,0.1442,3927,2,202,1.2735,-0.4945,0,0.7485,0.1,0.0171,-0.8872,0.0114,0.0,-0.8569
2959,0.0471,308,1,91,0.1412,0.0066,0,0.8234,0.1,0.0,0.6173,0.2017,0.0,-0.8569
35628,0.0052,608,1,158,-0.9526,-0.2981,1,0.3593,0.4,0.6325,-1.537,0.483,0.0,0.1688
22697,0.025,6783,2,34,0.2115,-1.2512,1,0.2665,0.1,0.0171,-0.3494,0.0114,0.0,-0.8569
39528,0.5812,6486,1,76,-1.9422,0.6195,0,0.2994,0.2,0.2906,-1.7525,0.4631,0.0,-0.1807
22435,0.5812,2870,1,28,-0.5977,1.0775,1,0.1766,0.2,0.4957,0.725,0.3665,0.0,-0.3782
33652,0.0025,9096,1,214,-0.2402,-0.0193,1,0.1497,0.3,0.9573,0.294,0.7159,1.0,-0.7961
36595,0.2906,5218,0,200,2.3721,1.265,1,0.1347,0.2,0.2051,0.9395,0.1506,1.0,1.9163
17037,0.1113,3429,1,13,-0.6569,0.0974,1,0.1497,0.0,0.0171,0.405,0.0114,0.4,-0.8569
15282,0.0018,6187,3,217,-0.6036,2.4097,1,0.1467,0.1,0.1368,0.1851,0.142,0.4,-0.1275
13801,0.4025,1628,2,94,1.6556,0.0407,1,0.1647,0.1,1.0,0.3996,1.0,0.0,-0.8569
29247,0.5812,5634,3,50,0.3915,2.4097,0,0.2066,0.1,1.0,-1.1059,1.0,0.4,0.2068
1566,0.0184,9022,1,19,-0.7934,-0.7471,0,0.8234,0.0,0.1197,-0.1306,0.1193,0.0,0.1232
42269,0.5814,7045,2,206,2.1194,0.4343,0,0.3743,0.1,0.0684,0.2929,0.0511,0.0,-0.8569
44096,0.2573,3046,2,61,1.2001,0.35,0,0.8982,0.1,0.2393,-1.6459,0.2557,0.0,0.5031
42911,0.4973,1922,1,91,0.0045,0.0849,0,0.4341,1.0,0.7521,0.8317,0.5852,0.0,0.7006
31363,0.132,6381,2,64,0.0096,-0.6942,0,0.509,1.0,1.0,0.724,1.0,0.0,1.354
25604,0.4549,3184,3,4,0.585,0.8078,0,0.2844,1.0,0.8205,0.6173,0.8409,1.0,0.7918
21352,0.2963,8571,2,201,0.7804,0.1094,0,0.7275,1.0,0.0,0.6173,0.2017,1.0,1.3008
41438,0.4549,3184,2,64,0.0392,-0.7509,0,0.4491,1.0,0.8205,0.725,0.858,1.0,0.6551
41400,0.5816,4699,3,166,-0.4875,1.2159,1,0.0689,0.0,0.0,0.6173,0.2017,0.0,-0.8569
37603,0.0489,1457,1,214,-0.2841,-0.2757,1,0.1796,0.2,0.0171,-0.1403,0.0142,0.0,-0.8569
37043,0.2963,8571,2,73,-0.377,-1.6486,0,0.5419,1.0,0.0,0.6173,0.2017,1.0,1.6427
44285,0.5679,2481,1,51,-1.0615,0.6305,1,0.2096,0.4,0.188,-1.759,0.1676,1.0,1.2553
21700,0.5783,5591,2,94,1.4349,0.0164,1,0.1587,0.2,0.0855,-1.0003,0.0625,0.4,-0.1807
28082,0.5817,9106,2,95,0.7018,-1.0071,1,0.3892,0.0,1.0,-0.2503,0.9403,0.0,0.336
2079,0.1031,2489,2,127,0.5943,-0.5875,0,1.0,1.0,0.0171,0.0849,0.0398,1.0,0.2904
16480,0.0075,3260,0,38,1.9568,1.1807,1,0.1796,0.3,0.5128,-1.1059,0.3892,0.4,0.5031
47078,0.5299,1368,0,46,1.9563,0.969,1,0.1048,0.6,0.547,0.8328,0.4744,0.0,-0.477
4483,0.1651,11234,3,4,0.6232,0.8809,0,0.5359,0.2,0.0855,0.5073,0.0625,0.0,-0.8569
44094,0.5679,2481,1,51,-1.0314,0.6272,1,0.1946,0.3,0.2906,-0.8915,0.2131,1.0,1.4452
8865,0.016,8707,1,51,-1.0753,0.1861,1,0.2246,0.3,0.0342,-1.7493,0.0227,0.0,-0.8569
29281,0.5819,8947,1,214,-0.3986,0.2884,0,0.2695,0.1,0.2222,-1.4357,0.1648,0.0,-0.8113
9975,0.0064,5174,2,209,0.0465,-1.2935,1,0.3413,0.0,0.1709,1.1615,0.1307,0.0,-0.8569
1730,0.582,6420,3,77,0.5581,2.4097,0,0.3323,0.2,0.3761,-0.247,0.2784,0.0,-0.1275
4054,0.5791,2349,3,171,-1.2378,2.4097,1,0.1737,0.0,1.0,1.3716,0.8267,0.4,-0.2187
2347,0.4803,1404,3,54,0.8852,0.7584,0,0.2844,0.2,0.1026,0.4017,0.0767,0.0,-0.7429
6452,0.144,1712,2,92,0.0432,-1.2266,0,0.6587,0.0,0.0171,0.405,0.0114,0.0,-0.8569
41802,0.4359,4489,1,214,-0.2154,0.2898,1,0.2964,0.4,0.2564,0.6194,0.1989,0.8,-0.8569
449,0.5633,7280,1,74,-1.5103,-0.1677,1,0.2784,1.0,0.0171,0.5084,0.1761,0.0,-0.8569
32285,0.1381,7156,1,214,-0.4064,0.0192,1,0.1647,0.4,1.0,-1.537,0.804,0.0,-0.4542
30876,0.5344,3838,2,35,-0.282,-1.0122,1,0.1497,0.0,0.7179,0.1862,0.5398,1.0,1.0957
22363,0.4183,1349,2,112,0.2983,-0.6745,0,0.9222,1.0,0.0,0.6173,0.2017,1.0,0.3284
18623,0.1533,9096,1,58,-1.9175,-1.7026,0,0.4491,0.0,1.0,1.2639,0.892,0.0,0.108
15217,0.3409,5518,1,28,-0.5682,0.9414,1,0.1048,0.6,0.0171,-1.426,0.0114,0.0,-0.8569
8648,0.127,5048,2,201,1.0416,0.1054,0,0.4491,0.1,0.2222,-0.1306,0.1932,0.0,-0.8569
23039,0.2225,9863,1,13,-0.8421,0.4701,0,0.2246,0.1,0.3419,-0.2492,0.2528,0.0,-0.8569
10835,0.3307,65,2,202,1.0745,-0.372,0,0.4491,0.0,0.4103,-1.6469,0.304,0.0,-0.6517
7933,0.5825,8533,2,94,1.6143,0.382,1,0.1946,0.2,1.0,0.5095,1.0,0.0,0.7006
28684,0.1491,2247,1,91,-0.1673,0.0268,0,1.0,0.5,0.0,0.6173,0.2017,0.0,-0.8569
41854,0.0181,3275,1,31,-0.8989,-1.1721,0,0.3743,0.0,1.0,-1.2137,1.0,0.0,-0.7429
29763,0.5825,10477,0,205,2.6512,2.4097,1,0.1766,0.0,0.188,-0.7837,0.1392,0.0,-0.5909
18022,0.1351,9796,2,64,-0.0287,-0.92,1,0.4192,0.1,0.0,0.6173,0.2017,0.0,-0.8569
9673,0.5526,10932,1,30,-1.7706,1.7022,1,0.2246,0.1,0.3248,0.1862,0.3466,0.8,1.6579
36045,0.2195,3046,1,91,-0.0922,0.026,0,0.5509,0.1,0.0,0.6173,0.2017,0.4,-0.8569
6956,0.1755,6547,1,13,-0.6792,-0.0147,0,0.3743,0.0,1.0,0.1862,0.8011,0.0,0.0017
32110,0.4702,9819,2,137,0.3544,-0.5761,0,0.524,1.0,0.0171,-0.6738,0.0227,1.0,1.9163
44813,0.4702,9819,2,137,0.36,-0.6142,0,1.0,1.0,0.0171,0.1883,0.0227,1.0,1.8631
29880,0.412,7779,1,74,-1.6206,-0.2553,1,0.2246,0.1,0.4274,0.2929,0.3267,1.0,-0.8569
4328,0.5829,1942,2,201,0.8363,0.1498,0,0.2395,0.4,0.0,0.6173,0.2017,0.0,-0.8569
13778,0.0287,308,1,23,-2.7286,-0.0927,0,0.4102,0.1,0.0342,-1.6459,0.0824,1.0,1.8023
19023,0.1163,4520,2,34,0.3557,-1.2924,1,0.2844,0.0,0.2906,1.4816,0.2188,0.0,-0.8569
35750,0.0896,5125,3,98,-0.2075,2.4097,1,0.3743,0.2,0.0,0.6173,0.2017,0.0,1.9011
18030,0.0482,8989,2,64,-0.0889,-0.6503,1,0.4491,0.2,1.0,-1.7525,1.0,1.0,-0.1427
39082,0.002,3450,1,28,-0.6137,1.1261,0,0.3443,0.0,0.3761,-1.2159,0.2841,0.0,-0.8569
47530,0.3292,6117,3,79,0.1517,2.4097,1,0.1347,0.4,0.3077,-1.5381,0.233,0.4,-0.2491
46684,0.4889,2933,0,47,1.7978,0.8776,1,0.1647,0.0,0.7863,-1.537,0.6108,0.0,-0.5074
32153,0.4979,9855,1,13,-0.6993,0.1485,0,0.5389,0.3,0.0342,-0.6695,0.0227,0.0,-0.8569
8530,0.0959,9257,3,166,-0.5558,1.2868,1,0.1647,0.1,0.0,0.6173,0.2017,0.0,-0.8569
32585,0.0217,673,2,61,1.2263,0.1408,1,0.2964,0.1,0.9573,-1.3226,0.7188,0.0,-0.7505
21980,0.0524,2954,2,34,0.3316,-1.1053,0,0.5988,0.1,0.6838,0.1862,0.5114,0.0,1.3312
20401,0.1935,9184,1,13,-0.8895,0.9736,0,0.2096,0.0,0.2564,0.0849,0.1932,0.0,-0.8569
46581,0.0105,9114,1,31,-0.8414,-0.9934,0,0.3743,0.4,0.6838,-0.2449,0.5199,0.0,-0.1883
20998,0.0594,1265,2,201,0.5948,-0.1805,0,0.4491,0.6,0.0855,-1.4303,0.2244,0.0,-0.6669
32382,0.1616,840,2,94,1.4255,-0.0234,0,0.491,0.1,0.188,1.3716,0.142,0.0,-0.7201
42833,0.0593,6227,3,4,0.5841,0.8931,1,0.3024,0.0,0.0,0.6173,0.2017,0.0,-0.8569
46269,0.0205,951,1,214,-0.2189,0.3686,1,0.1796,0.1,0.0513,-1.6405,0.0938,0.4,-0.8493
23539,0.5835,6987,1,76,-1.9743,0.5494,0,0.3892,0.1,0.5983,-1.3215,0.4489,0.4,1.8555
3349,0.5835,6933,3,59,0.647,1.8342,1,0.4491,0.1,0.0,0.6173,0.2017,0.0,-0.2263
21163,0.1437,7768,1,214,-0.3042,0.2887,0,0.3413,0.5,0.0342,1.2703,0.0284,0.0,-0.8569
43587,0.0516,3739,1,214,-0.3353,-0.0539,0,0.6737,0.1,1.0,-1.1059,1.0,0.8,-0.0515
1458,0.0152,9836,1,41,-0.7814,-0.153,0,0.7485,0.2,0.0513,-0.9949,0.0426,0.0,-0.8569
16748,0.4082,8413,1,108,-1.6223,-0.7056,0,0.2964,0.1,0.547,-0.7837,0.4091,1.0,0.3056
27017,0.1027,9096,2,127,0.4419,-0.6167,0,0.6257,0.1,0.4274,-1.5413,0.321,0.0,-0.8569
20079,0.4968,10051,1,28,-0.4333,0.9859,1,0.1766,0.0,1.0,0.5095,1.0,0.0,-0.5378
7489,0.0709,8574,2,95,0.697,-0.9293,0,0.8982,1.0,0.1368,1.3706,0.1023,0.0,-0.6289
16222,0.331,10446,2,95,0.6645,-0.8423,1,0.479,0.2,0.1026,-0.7848,0.0739,0.0,-0.8569
17115,0.4061,2145,3,59,0.4987,1.5658,1,0.1347,0.3,0.2906,-0.7837,0.2216,0.0,1.5288
45452,0.0023,9892,1,214,-0.1662,-0.1601,0,0.7485,0.1,0.0513,-0.5693,0.0369,0.4,0.5411
31180,0.5838,6244,3,59,0.6435,2.0988,1,0.1796,0.0,0.0,0.6173,0.2017,0.0,1.8707
25599,0.1343,3901,2,137,0.3648,-0.5556,2,0.3593,0.0,0.8034,0.2929,0.6222,0.4,1.9163
34705,0.0635,7997,3,189,0.2928,0.8397,1,0.1407,0.1,0.0342,-0.1328,0.0227,0.4,-0.8569
12369,0.2686,6681,2,94,1.6595,0.2993,1,0.1587,0.1,0.8034,0.4071,0.6108,0.0,-0.8569
27961,0.198,3392,3,68,0.1327,2.0787,1,0.1647,0.2,0.1709,1.1572,0.1307,0.8,-0.8569
10140,0.554,8530,2,95,0.6721,-0.9372,0,0.6737,0.2,1.0,1.3716,1.0,0.0,-0.5985
20535,0.2938,6092,3,189,0.3375,0.9772,1,0.2335,0.1,0.3419,-1.7525,0.2557,1.0,1.9163
12988,0.0597,49,4,143,-2.7307,-2.6962,1,0.1557,0.0,1.0,0.8328,0.946,0.8,-0.2643
33998,0.5841,2366,3,109,-0.3724,2.4097,1,0.1796,0.1,1.0,0.6173,1.0,0.0,-0.6137
14147,0.001,1018,2,35,-0.2721,-1.0272,0,0.482,0.2,1.0,0.5095,1.0,0.8,-0.3782
29042,0.0159,7585,1,214,-0.3025,-0.1857,1,0.4491,0.1,0.0,0.6173,0.2017,0.0,-0.5834
22345,0.0319,5338,1,13,-0.7202,0.4624,1,0.1796,0.0,0.359,0.9406,0.267,0.4,-0.2339
45354,0.5841,1077,2,202,1.2187,-0.6074,1,0.2246,0.4,0.0342,-0.1339,0.0227,0.0,-0.8569
2654,0.4958,1819,1,60,-1.6312,0.6051,1,0.1138,0.6,0.6325,-0.2395,0.5426,1.0,-0.6365
44698,0.5841,4785,3,117,0.6585,0.6144,1,0.1048,0.0,0.2735,-1.1059,0.3864,0.0,-0.1351
12626,0.1741,7728,2,94,1.6714,-0.0608,0,0.3443,0.4,0.0,0.6173,0.2017,0.0,-0.8569
19410,0.5844,9761,1,13,-0.8381,-0.0703,0,0.3892,0.1,0.8718,-0.7837,0.7159,0.0,-0.7809
18892,0.5842,475,1,182,-1.2415,-0.77,0,0.476,0.1,0.0855,-0.1382,0.071,0.4,-0.8569
10630,0.1476,6276,2,64,-0.0885,-0.7566,1,0.2485,0.1,0.2222,1.0494,0.1705,0.0,-0.8569
41635,0.0399,2731,1,151,-0.9095,-0.6565,0,0.6737,0.2,0.2051,-0.9982,0.1534,0.0,-0.4998
35083,0.0206,3492,1,151,-0.943,-0.7204,1,0.2096,0.1,0.1197,1.155,0.0881,0.0,-0.8569
14925,0.3262,6080,1,151,-0.9916,-0.7302,1,0.2096,0.0,0.0684,1.2671,0.0483,0.0,-0.8569
21622,0.2779,8901,2,94,1.5512,0.2565,0,0.3743,0.3,0.1538,-0.9992,0.2642,0.0,1.0045
3086,0.239,2114,2,95,0.5983,-1.069,0,0.3743,1.0,0.1026,-1.7525,0.0795,1.0,1.5288
1231,0.049,1330,1,214,-0.3235,-0.2484,1,0.2246,0.0,0.0,0.6173,0.2017,0.0,-0.8569
25784,0.5829,8791,3,117,0.5909,0.4381,1,0.1647,0.3,0.0,0.6173,0.2017,0.0,-0.8569
26351,0.0247,7728,2,119,-0.1867,-0.8008,0,0.5928,0.1,0.0855,0.3996,0.0625,0.0,-0.8569
8659,0.0117,11338,1,214,-0.2645,0.2611,0,0.5988,0.0,0.2906,1.3716,0.2159,0.4,-0.1959
10236,0.0742,10277,1,28,-0.6198,1.1245,0,0.3054,0.1,0.1709,-1.4314,0.1307,0.0,-0.8569
22081,0.0224,5960,1,158,-0.9845,-0.2686,1,0.2395,0.0,0.0171,-0.4572,0.0114,0.0,-0.8569
21546,0.1187,10165,2,94,1.8498,0.191,1,1.0,0.6,0.1026,0.6194,0.0938,0.0,-0.8569
4254,0.5092,9131,2,119,-0.1975,-1.0422,0,0.4192,0.5,0.0,0.6173,0.2017,0.0,-0.8569
3826,0.0127,3679,1,214,-0.1708,-0.1524,0,0.4641,0.1,0.1026,-1.1059,0.0739,0.0,-0.8265
5605,0.5846,2639,1,13,-0.7063,0.5137,0,0.9281,0.0,1.0,-1.7525,0.9943,0.0,1.7795
4540,0.4924,3442,2,119,-0.175,-1.0785,0,1.0,0.1,0.8034,-1.7525,0.6193,0.0,-0.5985
21633,0.0076,10642,2,94,1.4351,0.2166,0,0.5988,0.3,0.0342,-1.2126,0.0227,0.0,-0.8569
21945,0.1612,4619,1,182,-1.1471,-0.9159,0,0.2844,0.1,0.0684,-1.6448,0.0511,0.0,-0.8569
20963,0.3622,3114,1,13,-0.9084,0.4005,1,0.1048,0.2,0.0,0.6173,0.2017,0.0,-0.8569
12404,0.1879,308,1,214,-0.3069,-0.0927,1,0.4491,0.0,0.0,0.6173,0.2017,0.0,-0.8569
13596,0.4296,8198,1,91,0.0133,-0.0722,1,0.2934,0.1,0.1197,-1.7558,0.0938,0.0,-0.8569
32370,0.1013,9756,2,95,0.5876,-1.1568,1,0.2365,0.4,0.0171,0.836,0.0114,0.4,-0.8569
27153,0.5019,5099,0,0,2.4446,2.4097,0,0.2365,0.1,1.0,1.0483,1.0,0.0,0.8526
15635,0.1245,1655,2,86,0.0504,-0.7793,1,0.2605,0.2,0.1026,-1.759,0.0739,0.0,-0.8569
40421,0.1562,6914,2,137,0.3782,-0.6827,0,0.6287,0.1,0.2393,0.8328,0.179,0.0,-0.7581
12061,0.0138,4716,2,61,1.4953,0.421,0,0.4491,0.4,0.5299,-0.677,0.4148,0.0,-0.6745
1553,0.0472,7140,2,95,0.5924,-1.0401,0,0.7784,0.1,0.359,-1.537,0.2926,0.4,0.8298
17891,0.0803,1694,2,61,1.3115,0.356,0,0.3623,0.2,0.1709,0.0784,0.142,0.0,-0.8569
3714,0.2061,3513,2,95,0.5825,-1.0221,0,0.3862,1.0,0.0171,-1.3161,0.0114,1.0,1.4984
1595,0.3337,2483,1,214,-0.2907,0.2521,0,0.2695,0.1,0.0855,1.3716,0.0625,0.0,0.336
36530,0.0034,9298,1,13,-0.7442,0.8741,1,0.2994,0.1,0.1368,-0.6803,0.1051,0.0,-0.8569
44779,0.0359,4916,1,41,-0.7294,-0.2815,0,0.7485,0.4,0.1026,-0.7859,0.0767,0.4,1.8327
44468,0.3737,6705,1,129,-2.2119,0.981,0,0.7485,0.0,0.0855,-1.1059,0.4801,0.0,1.8783
38709,0.0016,2267,1,41,-0.8194,-0.1663,0,0.6737,0.3,0.4957,0.6173,0.6222,0.0,-0.5302
21494,0.0878,7045,1,51,-1.1445,0.7191,1,0.1347,1.0,0.0171,-1.6415,0.0114,0.0,-0.5226
31260,0.0359,4916,1,41,-0.7049,-0.2992,0,0.494,1.0,0.0684,1.0494,0.0511,0.4,0.5031
3161,0.5852,7056,3,185,-0.6093,2.4097,0,0.2545,0.1,1.0,-0.0293,0.7614,0.0,-0.5834
18941,0.4574,2585,4,186,-1.5337,-2.6962,1,0.0868,0.3,1.0,0.725,0.7955,1.0,0.4955
22730,0.4603,9056,1,214,-0.2141,0.386,1,0.2545,0.2,0.2564,0.5095,0.196,0.8,-0.7125
7451,0.5853,3886,1,7,-1.7332,-1.7796,1,0.2246,0.0,0.6667,-1.7515,0.5114,0.0,-0.8569
45396,0.0321,4973,2,202,1.08,-0.4053,0,0.988,0.2,0.0,0.6173,0.2017,0.0,-0.8569
16425,0.0398,5662,1,190,-1.4511,-1.5436,1,0.2365,0.0,0.5983,-0.7837,0.4517,0.4,-0.4086
14973,0.5291,2366,2,94,1.4049,0.1365,1,0.3743,0.1,1.0,-0.8969,0.9176,0.4,-0.8569
36692,0.2762,450,2,206,1.9699,0.1872,1,0.2335,0.1,0.0684,0.0773,0.0767,0.0,-0.8569
34408,0.0654,11238,3,77,0.478,2.4097,1,0.2096,0.0,0.0,0.6173,0.2017,0.4,-0.8569
