gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0.0,0.0,0.0,0.0,-0.6259,1.0,0,1,0,0,0,0,0,0,0,1.0,2,0.1741,-0.5021,1.0
0.0,0.0,1.0,1.0,0.3514,1.0,2,1,0,2,2,2,2,2,1,1.0,0,1.4736,0.959,0.0
0.0,0.0,0.0,0.0,-1.2774,1.0,0,0,0,0,0,0,0,0,0,1.0,2,-0.6468,-0.9874,1.0
1.0,0.0,0.0,0.0,-1.2367,0.0,1,0,0,0,0,2,0,0,0,0.0,0,-1.1603,-0.974,1.0
1.0,0.0,0.0,0.0,-0.7481,1.0,0,1,0,0,2,0,0,0,0,0.0,2,0.3885,-0.514,0.0
1.0,1.0,0.0,0.0,-1.2367,1.0,0,1,0,2,2,2,0,2,0,1.0,1,1.0083,-0.9278,1.0
1.0,0.0,0.0,0.0,-1.2774,1.0,0,2,1,1,1,1,1,1,0,0.0,3,-1.4943,-0.9987,1.0
1.0,0.0,1.0,1.0,-0.7888,1.0,2,0,0,2,2,2,2,0,0,1.0,2,0.2672,-0.5968,0.0
1.0,0.0,0.0,0.0,-1.0738,1.0,0,2,1,1,1,1,1,1,0,0.0,3,-1.5226,-0.9588,0.0
0.0,0.0,0.0,0.0,-1.1553,1.0,0,1,0,2,0,0,0,0,0,1.0,0,0.3951,-0.8601,1.0
0.0,0.0,1.0,1.0,-1.1146,1.0,0,1,0,2,0,2,2,2,0,1.0,3,1.1429,-0.8021,1.0
0.0,0.0,1.0,0.0,-0.7074,1.0,0,1,2,0,2,0,2,2,0,0.0,2,1.2293,-0.2704,0.0
0.0,0.0,0.0,0.0,0.5957,1.0,0,1,2,0,0,0,0,0,0,0.0,1,0.3552,0.5577,0.0
0.0,0.0,0.0,0.0,-0.9924,1.0,0,0,0,0,2,2,0,2,0,0.0,3,-0.022,-0.7849,0.0
1.0,0.0,0.0,0.0,-0.6259,0.0,1,0,0,0,0,0,0,0,0,1.0,3,-1.2999,-0.8131,0.0
1.0,0.0,1.0,1.0,-0.7074,1.0,0,1,2,0,0,0,0,0,0,0.0,3,0.3436,-0.499,0.0
0.0,0.0,0.0,0.0,-0.2594,1.0,0,1,2,0,2,2,0,2,1,1.0,0,1.0332,0.0854,0.0
0.0,0.0,0.0,0.0,-0.3816,1.0,2,0,2,0,0,0,0,0,0,0.0,2,-0.3444,-0.4559,0.0
0.0,1.0,0.0,0.0,-1.1553,1.0,0,1,0,2,0,0,0,0,0,0.0,2,0.2655,-0.8671,0.0
1.0,0.0,0.0,1.0,-0.1373,1.0,0,2,1,1,1,1,1,1,1,0.0,3,-1.4927,-0.7712,0.0
0.0,0.0,0.0,0.0,-0.3002,1.0,0,2,1,1,1,1,1,1,0,0.0,3,-1.5193,-0.8038,0.0
1.0,0.0,0.0,0.0,-0.9517,1.0,0,0,0,0,0,0,0,0,0,0.0,3,-0.6585,-0.8171,1.0
1.0,0.0,1.0,0.0,-0.5852,1.0,0,0,0,0,2,0,0,0,0,1.0,3,-0.5056,-0.6196,1.0
1.0,1.0,0.0,0.0,-1.196,1.0,2,1,0,0,0,0,2,2,0,1.0,2,1.0,-0.8592,0.0
0.0,0.0,1.0,1.0,1.4915,0.0,1,0,2,2,2,2,0,0,2,0.0,0,-0.6153,0.3706,0.0
1.0,0.0,0.0,0.0,-0.7481,1.0,0,2,1,1,1,1,1,1,1,0.0,3,-1.5093,-0.864,0.0
1.0,0.0,0.0,0.0,-0.5445,1.0,2,0,0,0,0,0,2,2,0,0.0,3,0.1608,-0.3918,0.0
1.0,1.0,0.0,0.0,0.2699,1.0,2,1,0,2,0,0,0,2,0,0.0,2,0.8621,0.4995,0.0
1.0,0.0,0.0,0.0,-0.0558,1.0,0,1,0,2,2,0,2,2,0,1.0,2,1.2177,0.3804,0.0
1.0,0.0,1.0,1.0,-0.3409,1.0,0,2,1,1,1,1,1,1,1,0.0,3,-1.4794,-0.8133,0.0
1.0,0.0,1.0,0.0,-0.7481,1.0,0,0,0,0,0,2,0,0,0,0.0,0,-0.5305,-0.7141,0.0
0.0,0.0,1.0,0.0,1.2879,1.0,0,0,2,2,2,2,0,2,2,1.0,3,0.3187,1.0938,0.0
0.0,0.0,0.0,0.0,0.7179,1.0,0,2,1,1,1,1,1,1,1,1.0,3,-1.5093,-0.5514,0.0
1.0,0.0,1.0,1.0,0.7993,1.0,0,0,0,2,2,2,2,0,1,1.0,2,0.1326,0.5302,0.0
1.0,0.0,0.0,0.0,-0.178,1.0,2,1,0,2,0,0,2,2,1,0.0,2,1.1778,0.1795,0.0
0.0,0.0,0.0,0.0,-0.463,1.0,0,2,1,1,1,1,1,1,2,1.0,1,-1.4594,-0.8153,0.0
1.0,0.0,0.0,1.0,-0.3002,1.0,0,1,0,2,0,0,2,2,0,1.0,2,1.0349,0.0737,1.0
0.0,0.0,1.0,0.0,-0.6259,1.0,0,2,1,1,1,1,1,1,1,0.0,3,-1.5093,-0.8719,0.0
1.0,0.0,1.0,0.0,1.0436,0.0,1,0,0,0,0,0,2,2,1,1.0,1,-0.6568,0.1799,0.0
1.0,1.0,1.0,0.0,-0.6259,1.0,0,1,0,0,0,0,0,2,0,0.0,0,0.5563,-0.4206,1.0
0.0,0.0,1.0,0.0,0.7586,1.0,2,2,1,1,1,1,1,1,2,0.0,3,-1.3049,-0.4418,0.0
1.0,0.0,1.0,1.0,1.6137,0.0,1,0,2,0,2,2,2,0,2,0.0,3,-0.5272,0.5497,0.0
1.0,0.0,1.0,0.0,0.7993,1.0,0,1,2,0,0,0,2,0,0,0.0,2,0.6427,0.9124,1.0
0.0,0.0,0.0,0.0,-0.2187,1.0,0,2,1,1,1,1,1,1,2,1.0,3,-1.501,-0.7597,0.0
0.0,0.0,0.0,0.0,-1.196,1.0,0,2,1,1,1,1,1,1,0,0.0,3,-1.4877,-0.9793,0.0
0.0,0.0,1.0,0.0,1.2879,1.0,2,0,2,2,2,2,0,2,2,1.0,3,0.5497,1.2571,0.0
0.0,0.0,1.0,0.0,0.5143,1.0,0,1,0,0,0,2,2,2,2,1.0,1,1.0116,0.8847,0.0
1.0,1.0,1.0,0.0,-1.196,0.0,1,0,0,0,0,0,2,0,0,1.0,3,-0.941,-0.9661,1.0
0.0,0.0,1.0,0.0,1.573,1.0,2,0,0,2,2,2,2,2,2,1.0,1,0.6161,1.5949,0.0
0.0,1.0,0.0,0.0,-1.2774,0.0,1,0,0,0,0,0,0,0,0,0.0,3,-1.3199,-0.9964,1.0
0.0,0.0,1.0,1.0,1.0436,1.0,0,2,1,1,1,1,1,1,2,0.0,1,-1.4777,-0.495,0.0
1.0,0.0,1.0,1.0,0.0663,1.0,0,1,0,2,2,0,2,0,0,1.0,2,0.8338,0.3575,0.0
0.0,0.0,0.0,0.0,-0.9924,1.0,0,0,2,0,0,0,0,0,0,1.0,2,-0.4956,-0.846,1.0
0.0,0.0,1.0,1.0,-0.7074,1.0,0,2,1,1,1,1,1,1,0,0.0,3,-1.4943,-0.8869,0.0
1.0,0.0,1.0,1.0,1.3694,0.0,1,0,0,0,2,2,2,2,2,0.0,0,-0.3361,0.596,0.0
1.0,1.0,0.0,0.0,-0.8295,0.0,1,0,0,2,0,0,0,0,0,1.0,1,-1.1769,-0.8391,0.0
1.0,0.0,0.0,0.0,1.0436,1.0,0,2,1,1,1,1,1,1,2,1.0,0,-1.5159,-0.5503,0.0
0.0,0.0,1.0,1.0,-1.196,1.0,0,2,1,1,1,1,1,1,2,0.0,3,-1.5176,-0.9845,0.0
0.0,1.0,1.0,0.0,0.4328,0.0,1,0,0,2,2,0,2,2,0,0.0,1,-0.3062,0.0266,1.0
0.0,0.0,0.0,0.0,-0.9517,1.0,0,1,0,2,2,0,0,0,0,0.0,2,0.5247,-0.7187,0.0
0.0,0.0,0.0,0.0,-1.196,1.0,0,2,1,1,1,1,1,1,1,0.0,3,-1.4794,-0.976,0.0
0.0,0.0,1.0,1.0,-0.4223,1.0,0,0,0,2,0,0,2,2,1,1.0,0,0.1575,-0.346,1.0
1.0,0.0,1.0,0.0,0.3106,1.0,2,1,0,2,2,0,2,2,1,1.0,0,1.3706,0.8374,0.0
0.0,0.0,0.0,0.0,1.4508,1.0,2,2,1,1,1,1,1,1,2,0.0,0,-1.3049,-0.2031,0.0
1.0,0.0,1.0,0.0,0.8807,1.0,2,1,0,2,2,0,2,2,0,1.0,2,1.3141,1.3228,1.0
0.0,0.0,0.0,0.0,0.7179,1.0,2,0,0,2,0,2,2,2,2,1.0,3,0.4932,0.7692,0.0
1.0,0.0,0.0,0.0,-1.2774,1.0,0,0,0,0,0,0,0,2,0,1.0,2,-0.3161,-0.983,0.0
0.0,0.0,1.0,0.0,1.6137,1.0,2,0,2,2,2,2,2,2,2,0.0,0,0.774,1.8714,0.0
1.0,0.0,0.0,1.0,0.3106,1.0,0,2,1,1,1,1,1,1,1,1.0,0,-1.4744,-0.63,0.0
0.0,0.0,1.0,1.0,1.6137,1.0,2,1,2,2,2,2,2,2,2,1.0,0,1.7561,2.6608,0.0
0.0,0.0,0.0,0.0,-1.0738,1.0,0,2,1,1,1,1,1,1,0,0.0,3,-1.4877,-0.9592,0.0
0.0,0.0,0.0,0.0,-1.1146,1.0,0,2,1,1,1,1,1,1,0,1.0,1,-1.4993,-0.9668,0.0
1.0,0.0,1.0,0.0,0.6364,1.0,2,0,0,2,2,0,0,2,1,1.0,1,0.1924,0.5027,0.0
0.0,0.0,0.0,0.0,-1.2774,1.0,2,1,0,0,0,0,2,2,0,1.0,2,0.9668,-0.966,1.0
0.0,0.0,1.0,1.0,1.2879,1.0,0,0,2,0,0,2,2,0,1,0.0,3,0.0345,0.7885,0.0
0.0,0.0,0.0,0.0,-0.6259,1.0,0,2,1,1,1,1,1,1,1,0.0,1,-1.486,-0.8582,0.0
1.0,0.0,1.0,0.0,0.3106,1.0,0,1,0,2,2,0,0,0,0,1.0,2,0.5065,0.3915,0.0
0.0,0.0,1.0,1.0,0.3514,0.0,1,0,2,0,2,0,0,0,1,0.0,1,-0.9759,-0.3839,0.0
1.0,1.0,0.0,0.0,0.7586,1.0,2,1,0,2,0,0,0,0,1,1.0,0,0.4932,0.7473,0.0
1.0,0.0,1.0,0.0,0.3514,1.0,2,1,0,2,0,0,0,0,0,1.0,2,0.5148,0.5108,0.0
0.0,0.0,1.0,1.0,-1.2774,1.0,0,0,0,0,2,0,0,0,0,0.0,3,-0.4757,-0.9851,1.0
0.0,0.0,0.0,0.0,-1.2367,1.0,0,2,1,1,1,1,1,1,0,1.0,3,-1.4727,-0.9887,0.0
1.0,0.0,0.0,0.0,1.4508,1.0,0,1,0,2,2,0,0,0,1,0.0,1,0.4932,1.4037,0.0
0.0,0.0,1.0,1.0,-0.3409,1.0,2,2,1,1,1,1,1,1,2,0.0,3,-1.3315,-0.755,0.0
1.0,0.0,1.0,0.0,1.5323,1.0,2,0,2,0,2,2,0,2,2,0.0,1,0.4167,1.4199,0.0
1.0,0.0,0.0,0.0,-1.196,0.0,1,0,0,0,0,2,0,0,0,1.0,2,-1.1636,-0.9647,0.0
1.0,0.0,0.0,0.0,-1.2367,1.0,0,0,0,0,0,0,0,0,0,0.0,0,-0.6601,-0.9584,0.0
1.0,0.0,1.0,0.0,-1.196,0.0,1,0,0,2,0,0,0,0,0,0.0,1,-1.162,-0.9657,0.0
0.0,0.0,0.0,0.0,-1.0331,1.0,2,0,0,0,0,2,2,2,0,1.0,2,0.3286,-0.7774,1.0
0.0,0.0,0.0,0.0,-0.7888,1.0,0,0,2,0,0,0,2,2,0,1.0,2,0.2389,-0.5996,0.0
1.0,0.0,0.0,0.0,-1.0331,1.0,0,2,1,1,1,1,1,1,0,0.0,3,-1.4628,-0.9451,0.0
1.0,0.0,1.0,1.0,-0.8295,1.0,0,0,0,0,0,0,2,0,0,1.0,3,-0.2812,-0.7299,0.0
1.0,0.0,1.0,1.0,0.84,1.0,2,1,0,2,2,0,2,2,1,1.0,2,1.3457,1.4544,0.0
0.0,0.0,0.0,0.0,-0.8295,1.0,2,1,0,0,0,0,2,2,0,1.0,2,0.9784,-0.5456,1.0
1.0,0.0,1.0,1.0,1.2472,1.0,0,2,1,1,1,1,1,1,2,0.0,3,-1.5027,-0.4575,0.0
0.0,0.0,0.0,0.0,-0.7074,1.0,0,0,2,2,2,2,2,2,0,0.0,3,0.6544,-0.4389,0.0
1.0,0.0,1.0,1.0,0.1478,1.0,0,0,2,2,0,0,0,0,1,0.0,3,-0.3693,-0.1512,0.0
1.0,1.0,1.0,0.0,-1.1553,0.0,1,0,0,0,2,0,0,0,0,1.0,2,-1.1587,-0.9552,0.0
0.0,0.0,1.0,1.0,-0.3409,1.0,0,2,1,1,1,1,1,1,2,0.0,3,-1.4977,-0.8076,0.0
0.0,0.0,0.0,0.0,1.1658,0.0,1,0,2,2,2,2,0,0,1,0.0,1,-0.7,0.1831,0.0
1.0,0.0,0.0,0.0,-0.6666,1.0,2,0,0,2,0,0,0,0,0,0.0,2,-0.3145,-0.621,0.0
1.0,0.0,1.0,1.0,1.3287,1.0,0,2,1,1,1,1,1,1,2,1.0,1,-1.4927,-0.448,0.0
0.0,0.0,1.0,1.0,-0.2594,1.0,0,2,1,1,1,1,1,1,2,0.0,1,-1.4993,-0.7889,0.0
1.0,0.0,0.0,0.0,-0.6666,1.0,0,0,0,0,0,2,0,0,0,1.0,3,-0.5089,-0.6547,0.0
0.0,0.0,1.0,0.0,0.8807,1.0,2,1,2,2,0,0,2,2,1,0.0,0,1.3889,1.537,1.0
1.0,0.0,0.0,0.0,-1.2774,1.0,0,2,1,1,1,1,1,1,0,0.0,3,-1.4844,-0.9985,1.0
1.0,0.0,0.0,1.0,-1.1146,1.0,0,2,1,1,1,1,1,1,2,0.0,3,-1.4727,-0.9602,0.0
0.0,0.0,0.0,0.0,-0.5445,0.0,1,0,0,2,0,0,0,2,0,1.0,2,-0.8329,-0.6939,0.0
1.0,0.0,0.0,0.0,-0.911,1.0,2,0,2,0,0,0,0,0,0,1.0,1,-0.3411,-0.7566,0.0
0.0,0.0,1.0,1.0,-0.3816,1.0,0,1,0,2,2,2,0,0,0,0.0,2,0.6328,-0.1685,1.0
1.0,0.0,0.0,0.0,-1.196,1.0,0,0,0,0,0,0,2,0,0,0.0,3,-0.3195,-0.9372,1.0
0.0,0.0,0.0,0.0,1.6137,1.0,2,1,0,2,2,2,2,2,2,1.0,0,1.5567,2.53,0.0
1.0,1.0,1.0,0.0,-0.911,1.0,2,1,0,0,0,0,0,2,0,1.0,2,0.7275,-0.6292,1.0
0.0,0.0,1.0,1.0,-0.911,1.0,0,0,0,2,2,0,0,0,0,1.0,3,-0.3062,-0.764,0.0
1.0,0.0,1.0,0.0,-0.8702,1.0,0,2,1,1,1,1,1,1,1,1.0,3,-1.4694,-0.9258,0.0
0.0,1.0,0.0,0.0,0.1885,1.0,2,1,2,2,0,0,2,2,0,1.0,0,1.3955,0.7836,1.0
1.0,0.0,1.0,1.0,-0.6259,1.0,2,0,2,0,0,2,0,0,1,1.0,3,-0.0885,-0.5233,0.0
0.0,0.0,1.0,1.0,0.1478,1.0,2,1,2,0,2,0,2,2,0,1.0,1,1.3207,0.6194,0.0
1.0,1.0,0.0,0.0,-0.6259,1.0,0,1,0,2,2,0,2,2,0,1.0,2,1.231,-0.2337,0.0
0.0,1.0,1.0,1.0,1.3694,1.0,2,1,2,2,0,2,2,2,1,1.0,1,1.5235,2.176,0.0
1.0,0.0,1.0,1.0,1.1658,1.0,0,0,2,2,2,2,2,2,1,0.0,0,0.6693,1.3168,0.0
1.0,0.0,0.0,0.0,-0.4223,1.0,0,1,0,2,0,0,2,2,0,1.0,3,0.9452,-0.055,0.0
1.0,0.0,0.0,0.0,-1.2774,0.0,1,0,0,0,0,0,0,0,0,1.0,2,-1.3415,-0.9966,0.0
0.0,0.0,0.0,0.0,-1.0738,1.0,0,1,0,0,0,0,0,0,0,0.0,1,0.1924,-0.8158,0.0
1.0,0.0,0.0,0.0,-0.0558,1.0,0,1,0,2,0,2,0,0,0,1.0,2,0.4549,0.0676,1.0
0.0,0.0,1.0,1.0,1.4508,1.0,0,0,2,2,2,2,2,2,2,1.0,1,0.6726,1.4683,0.0
0.0,0.0,1.0,1.0,0.0663,1.0,2,1,0,0,2,0,2,0,0,0.0,2,0.7541,0.2615,1.0
0.0,0.0,1.0,1.0,0.7993,1.0,0,1,0,2,2,2,0,0,0,0.0,0,0.6992,0.9498,0.0
0.0,0.0,0.0,1.0,-0.911,1.0,0,1,0,0,2,2,2,0,0,1.0,2,0.8754,-0.5817,0.0
1.0,0.0,1.0,1.0,-0.1373,1.0,0,1,0,0,0,0,0,0,0,1.0,2,0.199,-0.1356,1.0
0.0,0.0,1.0,1.0,1.6137,1.0,0,2,1,1,1,1,1,1,2,0.0,0,-1.4844,-0.3625,0.0
1.0,0.0,1.0,1.0,0.5957,1.0,0,2,1,1,1,1,1,1,1,0.0,3,-1.486,-0.5873,0.0
1.0,0.0,1.0,1.0,-0.3409,1.0,2,0,2,0,0,0,2,2,1,0.0,3,0.3336,-0.2034,0.0
1.0,0.0,0.0,0.0,1.3287,1.0,2,2,1,1,1,1,1,1,1,0.0,1,-1.3282,-0.3006,0.0
0.0,0.0,0.0,0.0,-1.1553,1.0,2,1,0,0,0,2,2,2,0,1.0,3,1.1994,-0.8312,0.0
1.0,1.0,1.0,0.0,-0.8295,1.0,2,1,0,2,0,0,2,2,0,1.0,2,1.216,-0.4695,1.0
1.0,0.0,0.0,0.0,-1.2774,1.0,2,1,2,0,0,0,0,0,0,1.0,2,0.563,-0.9714,1.0
1.0,0.0,0.0,0.0,0.0256,1.0,0,1,0,0,0,0,0,0,0,0.0,2,0.1159,-0.0489,1.0
0.0,0.0,0.0,0.0,0.0663,1.0,0,1,0,2,2,2,2,2,0,1.0,2,1.3407,0.5973,0.0
0.0,0.0,1.0,0.0,-0.7481,1.0,0,2,1,1,1,1,1,1,2,0.0,3,-1.4744,-0.8783,0.0
0.0,0.0,0.0,0.0,-1.1553,1.0,0,1,0,0,0,0,0,2,0,1.0,2,0.4782,-0.8674,1.0
1.0,0.0,1.0,1.0,-0.7888,1.0,0,2,1,1,1,1,1,1,1,0.0,3,-1.4877,-0.9109,0.0
0.0,0.0,1.0,1.0,1.3287,1.0,2,0,0,2,0,2,2,2,2,1.0,0,0.4865,1.2317,0.0
1.0,0.0,1.0,1.0,-0.3816,1.0,0,0,2,0,0,2,0,0,1,0.0,1,-0.2513,-0.379,0.0
1.0,0.0,1.0,0.0,0.9215,1.0,0,0,2,2,2,0,0,0,2,0.0,2,-0.2048,0.3473,0.0
1.0,0.0,1.0,0.0,0.6771,1.0,0,1,0,2,0,0,2,2,2,1.0,2,0.9984,1.0634,0.0
1.0,0.0,1.0,0.0,1.1251,1.0,2,1,0,2,2,0,2,2,1,0.0,0,1.2543,1.711,0.0
0.0,0.0,1.0,1.0,1.4915,1.0,0,2,1,1,1,1,1,1,1,1.0,1,-1.4761,-0.3705,0.0
1.0,0.0,0.0,0.0,0.3106,1.0,2,1,0,0,0,0,2,0,0,1.0,2,0.6693,0.4799,0.0
1.0,0.0,1.0,0.0,1.4101,1.0,0,0,2,2,0,2,0,2,2,1.0,1,0.1475,1.055,0.0
1.0,1.0,0.0,0.0,0.107,1.0,2,1,0,0,0,0,2,2,0,1.0,2,1.02,0.5263,1.0
1.0,0.0,1.0,1.0,-0.5445,1.0,2,1,0,0,0,2,2,2,1,1.0,2,1.2028,-0.1794,1.0
0.0,0.0,1.0,1.0,-0.7888,1.0,0,2,1,1,1,1,1,1,2,0.0,3,-1.4594,-0.8872,0.0
0.0,0.0,0.0,1.0,0.3514,1.0,2,1,0,2,0,0,2,0,0,1.0,0,0.789,0.6018,0.0
0.0,0.0,0.0,0.0,-1.1553,0.0,1,0,2,0,2,0,0,0,0,0.0,3,-0.9892,-0.9475,0.0
0.0,0.0,1.0,1.0,-0.3409,1.0,0,0,2,0,0,2,0,0,0,0.0,2,-0.3195,-0.4247,0.0
0.0,0.0,0.0,0.0,-1.1146,0.0,1,0,0,2,0,0,2,2,0,1.0,1,-0.459,-0.9061,0.0
0.0,0.0,0.0,0.0,-1.1146,1.0,2,0,0,2,0,0,0,2,0,1.0,2,-0.0253,-0.844,0.0
0.0,0.0,1.0,1.0,-1.2774,1.0,0,1,0,0,0,0,0,0,0,1.0,3,0.1442,-0.9769,1.0
0.0,0.0,1.0,1.0,1.6137,1.0,2,0,2,2,2,2,2,0,2,0.0,0,0.5131,1.5153,0.0
0.0,0.0,0.0,0.0,-0.3409,1.0,0,0,0,0,2,0,0,0,0,1.0,1,-0.5139,-0.463,0.0
0.0,0.0,1.0,0.0,0.3921,1.0,2,0,2,0,2,2,2,2,2,0.0,1,0.651,0.5694,0.0
0.0,0.0,0.0,0.0,-1.1553,1.0,0,2,1,1,1,1,1,1,0,0.0,3,-1.486,-0.9706,0.0
1.0,0.0,0.0,0.0,1.4508,1.0,2,1,2,2,2,2,2,2,1,1.0,1,1.7428,2.5403,0.0
0.0,0.0,1.0,1.0,0.0256,1.0,0,2,1,1,1,1,1,1,1,0.0,3,-1.4844,-0.7516,0.0
0.0,1.0,0.0,0.0,-1.2774,1.0,0,1,0,0,0,0,0,0,0,1.0,2,0.1608,-0.9767,1.0
1.0,0.0,0.0,0.0,-0.0558,1.0,2,1,0,2,2,0,2,2,1,1.0,2,1.2858,0.3464,1.0
0.0,0.0,0.0,0.0,-1.1553,1.0,2,1,0,2,0,0,0,0,0,0.0,0,0.4383,-0.8725,1.0
1.0,1.0,1.0,0.0,1.4915,1.0,2,1,0,2,2,2,2,2,2,1.0,2,1.5019,2.3629,0.0
1.0,1.0,0.0,0.0,0.2292,1.0,2,1,0,0,0,0,2,2,0,0.0,2,0.9967,0.6053,0.0
0.0,0.0,1.0,1.0,-1.196,1.0,0,1,0,2,0,2,0,0,0,1.0,2,0.5065,-0.9009,0.0
0.0,0.0,1.0,1.0,0.6364,1.0,2,0,0,2,0,2,2,2,2,0.0,2,0.4948,0.7012,0.0
0.0,0.0,1.0,0.0,-0.7074,1.0,2,2,1,1,1,1,1,1,2,0.0,3,-1.3149,-0.8362,0.0
0.0,0.0,0.0,0.0,-0.3002,1.0,0,2,1,1,1,1,1,1,1,0.0,1,-1.491,-0.7745,0.0
0.0,1.0,0.0,0.0,-1.2774,1.0,0,1,0,0,0,0,2,0,0,0.0,2,0.4549,-0.9728,1.0
0.0,0.0,0.0,0.0,0.6364,0.0,1,0,2,2,0,0,2,0,0,1.0,2,-0.6634,-0.0783,0.0
1.0,0.0,0.0,0.0,-1.2774,1.0,0,2,1,1,1,1,1,1,0,0.0,3,-1.4777,-0.9985,0.0
1.0,0.0,0.0,0.0,-1.2774,1.0,0,2,1,1,1,1,1,1,0,0.0,2,-1.5143,-0.9989,0.0
0.0,0.0,0.0,0.0,0.1885,1.0,0,1,0,2,2,0,0,0,1,0.0,2,0.5081,0.3255,0.0
1.0,1.0,1.0,0.0,1.3694,1.0,2,1,0,2,2,2,2,2,1,1.0,0,1.4155,2.1059,0.0
0.0,0.0,1.0,0.0,-0.2594,0.0,1,0,2,2,2,0,2,0,1,0.0,0,-0.5621,-0.4818,0.0
1.0,0.0,1.0,0.0,1.2472,1.0,0,0,2,2,0,2,2,0,1,0.0,1,0.2007,0.9566,0.0
1.0,0.0,0.0,0.0,-0.911,0.0,1,0,0,0,2,0,0,0,0,0.0,3,-1.172,-0.8947,1.0
0.0,0.0,0.0,0.0,-1.2367,1.0,0,0,2,0,0,0,2,2,0,1.0,2,0.199,-0.9426,1.0
1.0,1.0,1.0,0.0,-0.5852,1.0,0,0,2,0,0,0,0,2,0,1.0,1,-0.1882,-0.5611,0.0
0.0,0.0,1.0,0.0,1.2879,1.0,2,2,1,1,1,1,1,1,2,0.0,3,-1.3032,-0.2503,0.0
0.0,1.0,0.0,0.0,-0.9517,1.0,2,1,0,0,0,0,0,2,0,1.0,2,0.6544,-0.6708,1.0
0.0,0.0,0.0,1.0,-0.178,1.0,0,2,1,1,1,1,1,1,0,0.0,3,-1.4794,-0.7711,0.0
0.0,0.0,0.0,0.0,-1.2774,1.0,0,1,0,0,2,0,0,0,0,0.0,2,0.3586,-0.9741,0.0
1.0,0.0,0.0,0.0,-1.1553,1.0,2,1,0,0,0,0,0,2,0,1.0,2,0.6942,-0.8578,1.0
1.0,1.0,0.0,0.0,0.2292,1.0,0,0,0,2,2,2,2,0,1,1.0,1,0.1791,0.0951,1.0
1.0,0.0,1.0,0.0,1.3694,1.0,2,1,0,2,2,0,0,2,1,0.0,2,1.015,1.7622,0.0
0.0,0.0,0.0,0.0,-1.2774,1.0,0,1,0,0,0,0,0,0,0,1.0,2,0.1824,-0.9764,0.0
0.0,0.0,1.0,0.0,-0.5852,1.0,0,0,0,0,0,2,0,0,0,1.0,3,-0.4806,-0.6062,0.0
1.0,1.0,0.0,0.0,0.7586,1.0,2,1,0,0,2,0,2,2,0,1.0,2,1.0981,1.1617,1.0
1.0,0.0,1.0,1.0,-1.3182,1.0,0,2,1,1,1,1,1,1,2,0.0,3,-1.4927,-0.3873,0.0
1.0,0.0,0.0,0.0,-1.2774,1.0,0,0,0,0,0,0,0,0,0,0.0,3,-0.6136,-0.987,1.0
1.0,0.0,0.0,1.0,-0.8295,1.0,0,2,1,1,1,1,1,1,2,0.0,0,-1.5093,-0.9137,0.0
0.0,0.0,0.0,0.0,0.3514,1.0,2,1,0,2,2,0,2,2,0,1.0,2,1.3806,0.9543,1.0
1.0,0.0,0.0,0.0,-0.8295,1.0,2,2,1,1,1,1,1,1,0,0.0,2,-1.3215,-0.8678,0.0
0.0,0.0,1.0,1.0,0.9215,1.0,0,2,1,1,1,1,1,1,2,0.0,3,-1.4777,-0.531,0.0
0.0,0.0,0.0,0.0,-1.0331,1.0,2,1,0,0,0,0,0,0,0,1.0,2,0.3519,-0.7581,0.0
0.0,0.0,0.0,0.0,-0.8295,1.0,0,1,0,0,2,2,0,2,0,1.0,2,0.8189,-0.5237,1.0
0.0,0.0,1.0,1.0,1.4508,1.0,2,0,2,2,2,2,2,2,2,0.0,1,0.7723,1.7129,0.0
0.0,1.0,0.0,0.0,-1.1146,1.0,2,1,0,0,0,0,2,0,0,1.0,1,0.6112,-0.8105,1.0
0.0,1.0,0.0,0.0,0.6771,1.0,0,0,0,0,0,0,0,0,0,0.0,3,-0.6967,-0.0776,0.0
1.0,0.0,0.0,0.0,0.3106,0.0,1,0,2,2,2,0,2,2,1,0.0,1,-0.0901,0.1014,0.0
0.0,0.0,0.0,0.0,-0.6666,1.0,0,2,1,1,1,1,1,1,1,0.0,0,-1.4844,-0.8668,0.0
1.0,0.0,0.0,0.0,-0.911,1.0,2,1,0,0,0,0,0,0,0,1.0,3,0.312,-0.649,1.0
0.0,0.0,1.0,0.0,1.6137,1.0,2,1,0,2,2,0,2,2,1,1.0,2,1.216,2.2256,0.0
0.0,1.0,0.0,0.0,-1.2367,1.0,2,1,0,0,0,0,0,2,0,1.0,2,0.6411,-0.9253,0.0
1.0,0.0,1.0,1.0,-0.3816,1.0,0,2,1,1,1,1,1,1,2,0.0,3,-1.4578,-0.807,0.0
0.0,1.0,0.0,0.0,1.573,1.0,2,1,0,2,2,0,2,2,1,1.0,2,1.3673,2.3134,0.0
0.0,0.0,1.0,0.0,-0.8702,1.0,2,1,0,0,2,0,2,2,0,1.0,2,1.1546,-0.5408,1.0
1.0,0.0,0.0,0.0,-1.2774,1.0,0,0,0,0,0,0,0,0,0,1.0,3,-0.685,-0.9879,1.0
